Start training!
Training finished!
         47729690 function calls (45548423 primitive calls) in 69.398 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:1134(LongStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1135(DoubleStorage)
       88    0.000    0.000    0.000    0.000 __init__.py:114(__eq__)
        1    0.000    0.000    0.000    0.000 __init__.py:1145(FloatStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1145(IntStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1155(HalfStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1156(ShortStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:116(Command)
      187    0.000    0.000    0.000    0.000 __init__.py:116(_is_compiled)
        1    0.000    0.000    0.000    0.000 __init__.py:116(cuBLASModule)
        1    0.000    0.000    0.000    0.000 __init__.py:1165(LongStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1167(CharStorage)
     1364    0.000    0.000    0.000    0.000 __init__.py:117(__hash__)
        2    0.000    0.000    0.003    0.002 __init__.py:117(safe_load)
        1    0.000    0.000    0.000    0.000 __init__.py:1175(IntStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1178(BoolStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1179(ExtractionError)
        1    0.000    0.000    0.000    0.000 __init__.py:1185(ShortStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1188(ELEMENTWISE_TYPE_PROMOTION_KIND)
        1    0.000    0.000    0.000    0.000 __init__.py:1189(BFloat16Storage)
        3    0.000    0.000    0.000    0.000 __init__.py:119(getLevelName)
        1    0.000    0.000    0.000    0.000 __init__.py:1190(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1195(CharStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1195(ResourceManager)
        1    0.000    0.000    0.000    0.000 __init__.py:1196(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1197(REDUCTION_OUTPUT_TYPE_KIND)
        1    0.000    0.000    0.000    0.000 __init__.py:12(Error)
       11    0.000    0.000    0.000    0.000 __init__.py:12(NewCls)
        2    0.000    0.000    0.000    0.000 __init__.py:120(DistutilsLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:1200(ComplexDoubleStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1200(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(BoolStorage)
      186    0.000    0.000    0.002    0.000 __init__.py:121(_nvml_based_avail)
      924    0.001    0.000    0.004    0.000 __init__.py:121(_weak_or_strong_ref)
        2    0.000    0.000    0.000    0.000 __init__.py:121(create_module)
        1    0.000    0.000    0.000    0.000 __init__.py:1211(ComplexFloatStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1211(RETURN_TYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:1214(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1215(BFloat16Storage)
      481    0.000    0.000    0.054    0.000 __init__.py:122(decomposition_decorator)
       73    0.000    0.000    0.000    0.000 __init__.py:1220(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1225(ComplexDoubleStorage)
      161    0.000    0.000    0.000    0.000 __init__.py:1226(append)
        1    0.000    0.000    0.000    0.000 __init__.py:1235(ComplexFloatStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1239(_WrappedTritonKernel)
      592    0.000    0.000    0.000    0.000 __init__.py:124(annotate)
        1    0.000    0.000    0.000    0.000 __init__.py:1242(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1245(QUInt8Storage)
        2    0.000    0.000    0.000    0.000 __init__.py:125(exec_module)
      186    0.000    0.000    0.029    0.000 __init__.py:125(is_available)
        1    0.000    0.000    0.000    0.000 __init__.py:1252(_register_triton_kernels)
        1    0.000    0.000    0.000    0.000 __init__.py:1255(QInt8Storage)
        1    0.000    0.000    0.000    0.000 __init__.py:1256(Manager)
        1    0.000    0.000    0.000    0.000 __init__.py:1261(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1265(QInt32Storage)
      215    0.000    0.000    0.002    0.000 __init__.py:1272(getLogger)
    39954    0.008    0.000    0.027    0.000 __init__.py:1273(is_interactive)
        1    0.000    0.000    0.000    0.000 __init__.py:1274(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1275(QUInt4x2Storage)
        1    0.000    0.000    0.000    0.000 __init__.py:128(DeprecatedTuple)
       11    0.000    0.000    0.000    0.000 __init__.py:128(_inplace_wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:1285(Popen)
        1    0.000    0.000    0.000    0.000 __init__.py:1285(QUInt2x4Storage)
        1    0.000    0.000    0.000    0.000 __init__.py:129(DeprecatedTuple)
        1    0.000    0.000    0.000    0.000 __init__.py:129(PEP440Warning)
      488    0.000    0.000    0.019    0.000 __init__.py:129(register)
        1    0.000    0.000    0.000    0.000 __init__.py:1290(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:13(_PyFutureMeta)
        1    0.000    0.000    0.001    0.001 __init__.py:13(_init_externals)
        1    0.000    0.000    0.000    0.000 __init__.py:13(verbose)
        1    0.000    0.000    0.000    0.000 __init__.py:131(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 __init__.py:1315(manager_path)
    13589    0.009    0.000    0.014    0.000 __init__.py:1319(is_math_text)
        2    0.000    0.000    0.000    0.000 __init__.py:132(is_cpython)
      191    0.000    0.000    0.001    0.000 __init__.py:1323(_fixupParents)
       47    0.000    0.000    0.003    0.000 __init__.py:1328(_add_data_doc)
    19554    0.007    0.000    0.013    0.000 __init__.py:1332(_to_unmasked_float_array)
     5300    0.009    0.000    0.016    0.000 __init__.py:134(check_shape)
     1056    0.001    0.000    0.002    0.000 __init__.py:1343(_check_1d)
        7    0.000    0.000    0.000    0.000 __init__.py:1347(_fixupChildren)
        1    0.000    0.000    0.000    0.000 __init__.py:136(FastLookup)
       16    0.000    0.000    0.001    0.000 __init__.py:1360(_clear_cache)
       92    0.000    0.000    0.005    0.000 __init__.py:1372(_preprocess_data)
        1    0.000    0.000    0.000    0.000 __init__.py:1377(Logger)
      450    0.000    0.000    0.001    0.000 __init__.py:1384(safe_name)
      182    0.000    0.000    0.000    0.000 __init__.py:139(_tensor_or_tensors_to_tuple)
      192    0.000    0.000    0.000    0.000 __init__.py:1392(__init__)
      662    0.000    0.000    0.008    0.000 __init__.py:1392(safe_version)
        1    0.000    0.000    0.000    0.000 __init__.py:14(DockerError)
        1    0.000    0.000    0.000    0.000 __init__.py:14(SubplotBase)
        1    0.000    0.000    0.000    0.000 __init__.py:14(_Await)
       16    0.000    0.000    0.001    0.000 __init__.py:1405(setLevel)
       14    0.000    0.000    0.000    0.000 __init__.py:141(_check_size)
    42883    0.012    0.000    0.021    0.000 __init__.py:1412(debug)
        4    0.000    0.000    0.000    0.000 __init__.py:142(_declare_state)
        2    0.000    0.000    0.000    0.000 __init__.py:1424(info)
       44    0.000    0.000    0.030    0.001 __init__.py:1443(inner)
        1    0.000    0.000    0.004    0.004 __init__.py:148(refresh)
        1    0.000    0.000    0.000    0.000 __init__.py:1482(NullProvider)
      182    0.001    0.000    3.665    0.020 __init__.py:149(backward)
        2    0.000    0.000    0.005    0.002 __init__.py:15(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:15(_deprecation_notice)
        3    0.000    0.000    0.000    0.000 __init__.py:1502(findCaller)
      506    0.000    0.000    0.003    0.000 __init__.py:1505(_get_metadata_path)
      349    0.000    0.000    0.003    0.000 __init__.py:1508(has_metadata)
        1    0.000    0.000    0.000    0.000 __init__.py:151(_DerivedObserverOrFakeQuantize)
        1    0.000    0.000    0.000    0.000 __init__.py:1515(_TorchCompileInductorWrapper)
      157    0.000    0.000    0.002    0.000 __init__.py:1515(get_metadata)
      157    0.000    0.000    0.003    0.000 __init__.py:1528(get_metadata_lines)
        1    0.000    0.000    0.000    0.000 __init__.py:153(py_object)
        3    0.000    0.000    0.000    0.000 __init__.py:1538(makeRecord)
    15900    0.003    0.000    0.003    0.000 __init__.py:154(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:155(EntryPoint)
        1    0.000    0.000    0.000    0.000 __init__.py:155(Path)
        3    0.000    0.000    0.000    0.000 __init__.py:1553(_log)
        3    0.000    0.000    0.000    0.000 __init__.py:156(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:156(DidNotEnable)
        1    0.000    0.000    0.000    0.000 __init__.py:156(EntryPoint)
        3    0.000    0.000    0.000    0.000 __init__.py:1579(handle)
        1    0.000    0.000    0.000    0.000 __init__.py:1581(_TorchCompileWrapper)
      506    0.000    0.000    0.003    0.000 __init__.py:1589(_fn)
       21    0.000    0.000    0.000    0.000 __init__.py:1589(addHandler)
        2    0.000    0.000    0.000    0.000 __init__.py:1593(cpu_times)
      506    0.000    0.000    0.002    0.000 __init__.py:1595(_validate_resource_path)
        2    0.000    0.000    0.035    0.017 __init__.py:16(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:16(DummyTqdmFile)
        2    0.000    0.000    0.000    0.000 __init__.py:16(flags_frozen)
       22    0.000    0.000    0.000    0.000 __init__.py:16(search_path)
        1    0.000    0.000    0.000    0.000 __init__.py:162(c_short)
     4355    0.001    0.000    0.001    0.000 __init__.py:1628(<lambda>)
        1    0.000    0.000    0.009    0.009 __init__.py:163(_check_capability)
        1    0.000    0.000    0.016    0.016 __init__.py:165(_load_global_deps)
        1    0.000    0.000    0.000    0.000 __init__.py:166(Integration)
        1    0.000    0.000    0.000    0.000 __init__.py:166(c_ushort)
       10    0.000    0.000    0.000    0.000 __init__.py:1663(getEffectiveLevel)
     1496    0.001    0.000    0.002    0.000 __init__.py:1670(safe_first_element)
    42885    0.009    0.000    0.009    0.000 __init__.py:1677(isEnabledFor)
4488/2992    0.004    0.000    0.011    0.000 __init__.py:1680(_safe_first_finite)
     1496    0.002    0.000    0.003    0.000 __init__.py:1690(safe_isfinite)
        1    0.000    0.000    0.000    0.000 __init__.py:1691(EggProvider)
        1    0.000    0.000    0.003    0.003 __init__.py:17(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:17(Future)
        1    0.000    0.000    0.000    0.000 __init__.py:17(is_available)
        1    0.000    0.000    0.000    0.000 __init__.py:170(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:171(script_if_tracing)
        1    0.000    0.000    0.000    0.000 __init__.py:1711(DefaultProvider)
      349    0.000    0.000    0.001    0.000 __init__.py:1714(_has)
     2992    0.001    0.000    0.003    0.000 __init__.py:1720(<genexpr>)
     1628    0.000    0.000    0.001    0.000 __init__.py:1723(sanitize_sequence)
      157    0.000    0.000    0.001    0.000 __init__.py:1726(_get)
        1    0.000    0.000    0.000    0.000 __init__.py:1730(_register)
        1    0.000    0.000    0.000    0.000 __init__.py:1731(RootLogger)
    23969    0.051    0.000    0.085    0.000 __init__.py:1731(normalize_kwargs)
        1    0.000    0.000    0.000    0.000 __init__.py:1737(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:174(CudnnModule)
        1    0.000    0.000    0.000    0.000 __init__.py:174(c_ulong)
       87    0.000    0.000    0.000    0.000 __init__.py:1742(get_aten_op)
        1    0.000    0.000    0.000    0.000 __init__.py:1744(EmptyProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:1748(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 __init__.py:175(__init__)
     2553    0.002    0.000    0.002    0.000 __init__.py:175(check_getitem)
        1    0.000    0.000    0.000    0.000 __init__.py:1757(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1764(ZipManifests)
    23969    0.022    0.000    0.022    0.000 __init__.py:1770(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1782(_TritonLibrary)
        1    0.000    0.000    0.000    0.000 __init__.py:1786(registerOp)
        1    0.000    0.000    0.000    0.000 __init__.py:1791(MemoizedZipManifests)
        1    0.000    0.000    0.012    0.012 __init__.py:18(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:18(verbose)
        1    0.000    0.000    0.000    0.000 __init__.py:181(_get_version)
        1    0.000    0.000    0.000    0.000 __init__.py:1812(ZipProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:182(get_supported_platform)
        1    0.000    0.000    0.000    0.000 __init__.py:1820(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:1823(CUDARngStateHelper)
        1    0.000    0.000    0.000    0.000 __init__.py:183(c_int)
    20287    0.004    0.000    0.005    0.000 __init__.py:1839(_str_equal)
     7476    0.003    0.000    0.003    0.000 __init__.py:1850(_str_lower_equal)
        8    0.000    0.000    0.000    0.000 __init__.py:186(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:186(ArgumentKind)
        1    0.000    0.000    0.000    0.000 __init__.py:187(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:187(c_uint)
      238    0.000    0.000    0.000    0.000 __init__.py:189(_checkLevel)
        1    0.000    0.000    0.006    0.006 __init__.py:19(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:191(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:192(ArgumentSpec)
    11386    0.012    0.000    0.012    0.000 __init__.py:192(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:195(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:196(_check_cubins)
        4    0.000    0.000    0.000    0.000 __init__.py:197(caching_module_getattr)
        1    0.000    0.000    0.000    0.000 __init__.py:1979(FileMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:199(c_longdouble)
       60    0.000    0.000    0.000    0.000 __init__.py:1991(__init__)
       90    0.000    0.000    0.000    0.000 __init__.py:1997(has_metadata)
    68764    0.050    0.000    0.072    0.000 __init__.py:1999(_setattr_cm)
       26    0.001    0.000    0.839    0.032 __init__.py:2(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:20(<module>)
       24    0.000    0.000    0.001    0.000 __init__.py:20(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:20(is_available)
       60    0.000    0.000    0.001    0.000 __init__.py:2000(get_metadata)
      216    0.000    0.000    0.002    0.000 __init__.py:2006(getLogger)
       60    0.000    0.000    0.000    0.000 __init__.py:2009(_warn_on_replacement)
        1    0.000    0.000    0.000    0.000 __init__.py:201(__getattr__)
       60    0.000    0.000    0.001    0.000 __init__.py:2016(get_metadata_lines)
        1    0.000    0.000    0.000    0.000 __init__.py:202(ModuleCallSignature)
        1    0.000    0.000    0.000    0.000 __init__.py:2020(PathMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:203(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:203(SDPBackend)
      390    0.000    0.000    0.000    0.000 __init__.py:2040(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2043(_OrderedSet)
       88    0.000    0.000    0.000    0.000 __init__.py:2044(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2045(EggMetadata)
       44    0.000    0.000    0.000    0.000 __init__.py:2056(add)
        4    0.000    0.000    0.000    0.000 __init__.py:2063(register_finder)
