Start training!
Training finished!
         47729690 function calls (45548423 primitive calls) in 69.398 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nccl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ndim_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ndim_array.py:15(ArrayKind)
        1    0.000    0.000    0.000    0.000 ndim_array.py:590(ImmutableNDimArray)
        1    0.000    0.000    0.000    0.000 ndim_array.py:86(NDimArray)
        1    0.000    0.000    0.000    0.000 negative_binomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 negative_binomial.py:15(NegativeBinomial)
        1    0.000    0.000    0.002    0.002 net_min_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 net_min_base.py:31(FxNetMinimizerBadModuleError)
        1    0.000    0.000    0.000    0.000 net_min_base.py:40(FxNetMinimizerRunFuncError)
        1    0.000    0.000    0.000    0.000 net_min_base.py:49(FxNetMinimizerResultMismatchError)
        1    0.000    0.000    0.000    0.000 net_min_base.py:58(_MinimizerSettingBase)
        1    0.000    0.000    0.000    0.000 net_min_base.py:89(_MinimizerBase)
        1    0.000    0.000    0.000    0.000 network.py:1(<module>)
        1    0.000    0.000    0.000    0.000 network.py:20(NetworkSent)
        1    0.000    0.000    0.000    0.000 network.py:45(NetworkRecv)
        1    0.000    0.000    0.000    0.000 network.py:71(Network)
        1    0.000    0.000    0.000    0.000 nn_module.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nn_module.py:634(UnspecializedNNModuleVariable)
        1    0.000    0.000    0.000    0.000 nn_module.py:66(NNModuleVariable)
        1    0.000    0.000    0.000    0.000 nn_module.py:780(FSDPManagedNNModuleVariable)
        1    0.000    0.000    0.000    0.000 no_fragment_cycles.py:1(<module>)
        1    0.000    0.000    0.000    0.000 no_fragment_cycles.py:5(NoFragmentCycles)
        1    0.000    0.000    0.000    0.000 no_undefined_variables.py:1(<module>)
        1    0.000    0.000    0.000    0.000 no_undefined_variables.py:5(NoUndefinedVariables)
        1    0.000    0.000    0.000    0.000 no_unused_fragments.py:1(<module>)
        1    0.000    0.000    0.000    0.000 no_unused_fragments.py:5(NoUnusedFragments)
        1    0.000    0.000    0.000    0.000 no_unused_variables.py:1(<module>)
        1    0.000    0.000    0.000    0.000 no_unused_variables.py:5(NoUnusedVariables)
        1    0.000    0.000    0.000    0.000 node.py:118(Node)
        1    0.000    0.000    0.005    0.005 node.py:2(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:2(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:2(Node)
        1    0.000    0.000    0.000    0.000 nodes.py:25(ScalarNode)
       56    0.000    0.000    0.000    0.000 nodes.py:27(__init__)
        1    0.000    0.000    0.000    0.000 nodes.py:35(CollectionNode)
        9    0.000    0.000    0.000    0.000 nodes.py:36(__init__)
        1    0.000    0.000    0.000    0.000 nodes.py:44(SequenceNode)
        1    0.000    0.000    0.000    0.000 nodes.py:47(MappingNode)
        1    0.000    0.000    0.000    0.000 nonhomogeneous.py:1(<module>)
        1    0.000    0.000    0.000    0.000 normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 normal.py:12(Normal)
        1    0.000    0.000    0.000    0.000 normalforms.py:1(<module>)
        2    0.000    0.000    0.000    0.000 normalization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 normalization.py:121(InstanceNorm2d)
        1    0.000    0.000    0.000    0.000 normalization.py:14(LocalResponseNorm)
        1    0.000    0.000    0.000    0.000 normalization.py:161(InstanceNorm3d)
        2    0.000    0.000    0.000    0.000 normalization.py:167(__init__)
        2    0.000    0.000    0.000    0.000 normalization.py:189(reset_parameters)
      728    0.001    0.000    0.013    0.000 normalization.py:195(forward)
        1    0.000    0.000    0.000    0.000 normalization.py:204(GroupNorm)
       25    0.000    0.000    0.001    0.000 normalization.py:253(__init__)
       25    0.000    0.000    0.000    0.000 normalization.py:273(reset_parameters)
     6750    0.008    0.000    0.185    0.000 normalization.py:278(forward)
        1    0.000    0.000    0.000    0.000 normalization.py:46(GroupNorm)
        1    0.000    0.000    0.000    0.000 normalization.py:5(LayerNorm)
        1    0.000    0.000    0.000    0.000 normalization.py:63(CrossMapLRN2d)
        1    0.000    0.000    0.000    0.000 normalization.py:81(InstanceNorm1d)
        1    0.000    0.000    0.000    0.000 normalization.py:87(LayerNorm)
        1    0.000    0.000    0.000    0.000 normalize.py:1(<module>)
       92    0.000    0.000    0.000    0.000 normalize.py:34(normalize_exceptions)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:42(BagObj)
      506    0.000    0.000    0.000    0.000 ntpath.py:124(splitdrive)
        1    0.000    0.000    0.001    0.001 ntpath.py:2(<module>)
      506    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
      506    0.001    0.000    0.001    0.000 ntpath.py:61(isabs)
        2    0.000    0.000    0.016    0.008 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:1094(catalan)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:1241(genocchi)
        1    0.000    0.000    0.000    0.000 numbers.py:1338(partition)
        1    0.000    0.000    0.000    0.000 numbers.py:1433(_MultisetHistogram)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:1480(Rational)
        2    0.000    0.000    0.000    0.000 numbers.py:1585(__new__)
        4    0.000    0.000    0.000    0.000 numbers.py:1867(__eq__)
        1    0.000    0.000    0.000    0.000 numbers.py:193(fibonacci)
        1    0.000    0.000    0.000    0.000 numbers.py:2043(Integer)
        1    0.000    0.000    0.000    0.000 numbers.py:2073(motzkin)
        5    0.000    0.000    0.000    0.000 numbers.py:2084(__new__)
       42    0.000    0.000    0.000    0.000 numbers.py:2238(__eq__)
       16    0.000    0.000    0.000    0.000 numbers.py:2248(__gt__)
        3    0.000    0.000    0.000    0.000 numbers.py:2257(__lt__)
      112    0.000    0.000    0.000    0.000 numbers.py:2284(__hash__)
        2    0.000    0.000    0.000    0.000 numbers.py:229(igcd)
        1    0.000    0.000    0.000    0.000 numbers.py:2502(AlgebraicNumber)
        2    0.000    0.000    0.000    0.000 numbers.py:257(<listcomp>)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:277(lucas)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:3023(RationalConstant)
        1    0.000    0.000    0.000    0.000 numbers.py:3036(IntegerConstant)
        1    0.000    0.000    0.000    0.000 numbers.py:3043(Zero)
        1    0.000    0.000    0.000    0.000 numbers.py:3108(One)
        4    0.000    0.000    0.000    0.000 numbers.py:3140(__neg__)
        1    0.000    0.000    0.000    0.000 numbers.py:3159(NegativeOne)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:3223(Half)
        1    0.000    0.000    0.000    0.000 numbers.py:3255(Infinity)
        1    0.000    0.000    0.004    0.004 numbers.py:329(tribonacci)
        1    0.000    0.000    0.000    0.000 numbers.py:3411(_as_mpf_val)
        1    0.000    0.000    0.000    0.000 numbers.py:3445(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 numbers.py:3577(_as_mpf_val)
        1    0.000    0.000    0.000    0.000 numbers.py:3612(NaN)
        2    0.000    0.000    0.000    0.000 numbers.py:3714(__eq__)
        1    0.000    0.000    0.000    0.000 numbers.py:3734(ComplexInfinity)
        1    0.000    0.000    0.000    0.000 numbers.py:3814(NumberSymbol)
        6    0.000    0.000    0.000    0.000 numbers.py:3867(__hash__)
        1    0.000    0.000    0.000    0.000 numbers.py:3871(Exp1)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:4026(Pi)
        1    0.000    0.000    0.000    0.000 numbers.py:4094(GoldenRatio)
        1    0.000    0.000    0.000    0.000 numbers.py:4157(TribonacciConstant)
        1    0.000    0.000    0.000    0.000 numbers.py:419(bernoulli)
        1    0.000    0.000    0.000    0.000 numbers.py:4227(EulerGamma)
        1    0.000    0.000    0.000    0.000 numbers.py:4286(Catalan)
        1    0.000    0.000    0.000    0.000 numbers.py:4349(ImaginaryUnit)
        1    0.000    0.000    0.000    0.000 numbers.py:4482(_register_classes)
        1    0.000    0.000    0.000    0.000 numbers.py:53(carmichael)
        1    0.000    0.000    0.000    0.000 numbers.py:556(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:561(bell)
        2    0.000    0.000    0.000    0.000 numbers.py:678(__float__)
        3    0.000    0.000    0.000    0.000 numbers.py:708(class_key)
        3    0.000    0.000    0.000    0.000 numbers.py:712(sort_key)
        1    0.000    0.000    0.000    0.000 numbers.py:714(harmonic)
        1    0.000    0.000    0.000    0.000 numbers.py:856(Float)
        1    0.000    0.000    0.000    0.000 numbers.py:948(euler)
        1    0.000    0.000    0.004    0.004 numeric.py:1(<module>)
       34    0.000    0.000    0.000    0.000 numeric.py:150(ones)
     1526    0.000    0.000    0.001    0.000 numeric.py:1878(isscalar)
        1    0.000    0.000    0.000    0.000 numeric.py:2150(identity)
     1584    0.000    0.000    0.000    0.000 numeric.py:2274(_isclose_dispatcher)
     1584    0.005    0.000    0.056    0.000 numeric.py:2278(isclose)
     1584    0.014    0.000    0.036    0.000 numeric.py:2359(within_tol)
        6    0.000    0.000    0.000    0.000 numeric.py:2536(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:61(ComplexWarning)
        1    0.000    0.000    0.001    0.001 numerictypes.py:1(<module>)
      177    0.000    0.000    0.000    0.000 numerictypes.py:228(obj2sctype)
      176    0.000    0.000    0.000    0.000 numerictypes.py:282(issubclass_)
       88    0.000    0.000    0.000    0.000 numerictypes.py:356(issubdtype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:424(_typedict)
      176    0.000    0.000    0.000    0.000 numerictypes.py:433(__getitem__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:440(_construct_lookups)
       24    0.000    0.000    0.000    0.000 numerictypes.py:513(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 numerictypes.py:588(_register_types)
        1    0.000    0.000    0.000    0.000 numpy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy.py:309(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:310(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:312(SciPyPrinter)
        1    0.000    0.000    0.000    0.000 numpy.py:32(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:33(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:35(NumPyPrinter)
        1    0.000    0.000    0.000    0.000 numpy.py:428(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:429(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:431(CuPyPrinter)
        1    0.000    0.000    0.000    0.000 numpy.py:451(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:452(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numpy.py:454(JaxPrinter)
        1    0.000    0.000    0.000    0.000 numpy.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 nvtx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_3d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_3d.py:358(_Object3DFileType)
        1    0.000    0.000    0.000    0.000 object_3d.py:79(Object3D)
        1    0.000    0.000    0.011    0.011 observer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 observer.py:124(ObserverBase)
        1    0.000    0.000    0.000    0.000 observer.py:1271(FixedQParamsObserver)
        1    0.000    0.000    0.000    0.000 observer.py:1309(PlaceholderObserver)
        1    0.000    0.000    0.000    0.000 observer.py:1375(RecordingObserver)
        1    0.000    0.000    0.000    0.000 observer.py:1403(NoopObserver)
        1    0.000    0.000    0.000    0.000 observer.py:1429(ReuseInputObserver)
        1    0.000    0.000    0.000    0.000 observer.py:154(UniformQuantizationObserverBase)
        1    0.000    0.000    0.000    0.000 observer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 observer.py:383(MinMaxObserver)
        1    0.000    0.000    0.000    0.000 observer.py:52(_PartialWrapper)
        1    0.000    0.000    0.000    0.000 observer.py:520(MovingAverageMinMaxObserver)
       38    0.000    0.000    0.000    0.000 observer.py:53(__init__)
        1    0.000    0.000    0.000    0.000 observer.py:611(PerChannelMinMaxObserver)
       38    0.000    0.000    0.000    0.000 observer.py:77(_with_args)
        1    0.000    0.000    0.000    0.000 observer.py:804(MovingAveragePerChannelMinMaxObserver)
        1    0.000    0.000    0.000    0.000 observer.py:888(HistogramObserver)
        1    0.000    0.000    0.000    0.000 octave.py:1(<module>)
        1    0.000    0.000    0.000    0.000 octave.py:63(OctaveCodePrinter)
        1    0.000    0.000    0.001    0.001 ode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 odes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 odes.py:4(ODEMethods)
        1    0.000    0.000    0.008    0.008 offsetbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1101(AnchoredText)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1145(OffsetImage)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1217(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1478(DraggableBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1587(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1612(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 offsetbox.py:208(OffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:421(PackerBase)
        2    0.000    0.000    0.000    0.000 offsetbox.py:45(_compat_get_offset)
        1    0.000    0.000    0.000    0.000 offsetbox.py:468(VPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:500(HPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:528(PaddedBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:597(DrawingArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:709(TextArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:826(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:908(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 omniglot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 omniglot.py:10(Omniglot)
        1    0.000    0.000    0.000    0.000 one_hot_categorical.py:1(<module>)
        1    0.000    0.000    0.000    0.000 one_hot_categorical.py:116(OneHotCategoricalStraightThrough)
        1    0.000    0.000    0.000    0.000 one_hot_categorical.py:9(OneHotCategorical)
        1    0.000    0.000    0.000    0.000 onnx_proto_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 onnx_utils.py:18(<module>)
        1    0.000    0.000    0.000    0.000 onnx_utils.py:52(OnnxRuntimeModel)
        1    0.000    0.000    0.002    0.002 onnxruntime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:128(OrtOperatorSupport)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:430(OrtExecutionInfoPerSession)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:489(OrtExecutionInfoForAllGraphModules)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:536(OrtBackendOptions)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:595(OrtBackend)
        1    0.000    0.000    0.000    0.000 opcode.py:2(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        5    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 open_metrics.py:1(<module>)
        1    0.000    0.000    0.000    0.000 open_metrics.py:114(OpenMetricsMetric)
        1    0.000    0.000    0.000    0.000 open_metrics.py:219(OpenMetrics)
        1    0.000    0.000    0.000    0.000 operations.py:1(<module>)
        3    0.000    0.000    0.000    0.000 operations.py:108(_from_args)
        1    0.000    0.000    0.000    0.000 operations.py:19(AssocOp)
        1    0.000    0.000    0.000    0.000 operations.py:460(ShortCircuit)
        1    0.000    0.000    0.000    0.000 operations.py:464(LatticeOp)
        1    0.000    0.000    0.000    0.000 operations.py:555(AssocOpDispatcher)
        2    0.000    0.000    0.000    0.000 operations.py:593(__init__)
        2    0.000    0.000    0.000    0.000 operations.py:603(register_handlerclass)
        1    0.000    0.000    0.000    0.000 operator_schemas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 operator_schemas.py:19(ArgsKwargsPair)
        1    0.000    0.000    0.000    0.000 operator_schemas.py:29(_nonzero_schemas)
        1    0.000    0.000    0.000    0.000 operator_schemas.py:44(_FakeGlobalNamespace)
        1    0.000    0.000    0.000    0.000 operator_support.py:1(<module>)
        1    0.000    0.000    0.000    0.000 operator_support.py:177(OpSupports)
        1    0.000    0.000    0.000    0.000 operator_support.py:27(OperatorSupportBase)
        1    0.000    0.000    0.000    0.000 operator_support.py:37(OperatorSupport)
        1    0.000    0.000    0.000    0.000 operators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 optimization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 optimization.py:104(MNewton)
        1    0.000    0.000    0.000    0.000 optimization.py:15(<module>)
        1    0.000    0.000    0.000    0.000 optimization.py:15(Newton)
        1    0.000    0.000    0.000    0.000 optimization.py:159(Halley)
        1    0.000    0.000    0.000    0.000 optimization.py:213(Muller)
        1    0.000    0.000    0.000    0.000 optimization.py:290(Bisection)
        1    0.000    0.000    0.000    0.000 optimization.py:30(SchedulerType)
        1    0.000    0.000    0.000    0.000 optimization.py:357(Illinois)
        1    0.000    0.000    0.000    0.000 optimization.py:458(Ridder)
        1    0.000    0.000    0.000    0.000 optimization.py:517(ANewton)
        1    0.000    0.000    0.000    0.000 optimization.py:58(Secant)
        1    0.000    0.000    0.000    0.000 optimization.py:602(MDNewton)
        1    0.000    0.000    0.000    0.000 optimization.py:7(OptimizationMethods)
        2    0.000    0.000    0.001    0.000 optimizer.py:1(<module>)
      182    0.001    0.000    0.061    0.000 optimizer.py:109(_default_to_fused_or_foreach)
    70616    0.056    0.000    0.056    0.000 optimizer.py:122(<genexpr>)
        1    0.000    0.000    0.000    0.000 optimizer.py:17(ArgMappingException)
        1    0.000    0.000    0.000    0.000 optimizer.py:21(GuardInstallException)
        1    0.000    0.000    0.000    0.000 optimizer.py:214(Optimizer)
        1    0.000    0.000    0.002    0.002 optimizer.py:239(__init__)
        1    0.000    0.000    0.000    0.000 optimizer.py:25(OptimizerVariable)
        2    0.000    0.000    0.000    0.000 optimizer.py:273(__getstate__)
      182    0.001    0.000    0.005    0.000 optimizer.py:309(_cuda_graph_capture_health_check)
      182    0.000    0.000    0.000    0.000 optimizer.py:340(_optimizer_step_code)
        1    0.000    0.000    0.000    0.000 optimizer.py:353(profile_hook_step)
      182    0.003    0.000    1.044    0.006 optimizer.py:356(wrapper)
      182    0.000    0.000    0.049    0.000 optimizer.py:384(_group_tensors_by_device_and_dtype)
        1    0.000    0.000    0.000    0.000 optimizer.py:399(_patch_step_function)
        1    0.000    0.000    0.000    0.000 optimizer.py:49(_RequiredParameter)
        2    0.000    0.000    0.001    0.000 optimizer.py:517(state_dict)
       11    0.000    0.000    0.000    0.000 optimizer.py:57(_use_grad_for_differentiable)
        2    0.000    0.000    0.000    0.000 optimizer.py:575(pack_group)
        2    0.000    0.000    0.000    0.000 optimizer.py:577(<dictcomp>)
        2    0.000    0.000    0.000    0.000 optimizer.py:578(<dictcomp>)
      182    0.005    0.000    1.031    0.006 optimizer.py:58(_use_grad)
        2    0.000    0.000    0.000    0.000 optimizer.py:580(<listcomp>)
        2    0.000    0.000    0.000    0.000 optimizer.py:583(<listcomp>)
        2    0.000    0.000    0.000    0.000 optimizer.py:585(<dictcomp>)
      182    0.082    0.000    0.092    0.001 optimizer.py:776(zero_grad)
   140868    0.053    0.000    0.126    0.000 optimizer.py:84(_get_value)
        1    0.000    0.000    0.000    0.000 optimizer.py:846(add_param_group)
      182    0.000    0.000    0.000    0.000 optimizer.py:91(_stack_if_compiling)
    70434    0.022    0.000    0.033    0.000 optimizer.py:97(_dispatch_sqrt)
        1    0.000    0.000    0.000    0.000 options.py:1(<module>)
        1    0.000    0.000    0.000    0.000 options.py:43(TensorPipeRpcBackendOptions)
        1    0.000    0.000    0.000    0.000 order.py:1(<module>)
        1    0.000    0.000    0.000    0.000 order.py:11(Order)
        1    0.000    0.000    0.000    0.000 ordered_set.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ordered_set.py:42(OrderedSet)
        1    0.000    0.000    0.000    0.000 ordereddict.py:1(<module>)
        1    0.000    0.000    0.000    0.000 orderings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 orderings.py:11(MonomialOrder)
        1    0.000    0.000    0.000    0.000 orderings.py:138(InverseOrder)
        3    0.000    0.000    0.000    0.000 orderings.py:157(__init__)
        1    0.000    0.000    0.000    0.000 orderings.py:243(_ItemGetter)
        1    0.000    0.000    0.000    0.000 orderings.py:36(LexOrder)
        1    0.000    0.000    0.000    0.000 orderings.py:46(GradedLexOrder)
        1    0.000    0.000    0.000    0.000 orderings.py:55(ReversedGradedLexOrder)
        1    0.000    0.000    0.000    0.000 orderings.py:64(ProductOrder)
        1    0.000    0.000    0.000    0.000 ordinals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ordinals.py:253(OrdinalZero)
        1    0.000    0.000    0.000    0.000 ordinals.py:261(OrdinalOmega)
        1    0.000    0.000    0.000    0.000 ordinals.py:273(__new__)
        1    0.000    0.000    0.000    0.000 ordinals.py:5(OmegaPower)
        1    0.000    0.000    0.000    0.000 ordinals.py:56(Ordinal)
        2    0.000    0.000    0.000    0.000 ordinals.py:81(__new__)
        2    0.000    0.000    0.000    0.000 ordinals.py:83(<listcomp>)
        2    0.000    0.000    0.000    0.000 ordinals.py:84(<genexpr>)
        1    0.000    0.000    0.000    0.000 orthogonal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 orthopolys.py:1(<module>)
        5    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
      6/3    0.000    0.000    0.000    0.000 os.py:198(makedirs)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
        3    0.000    0.000    0.000    0.000 os.py:613(get_exec_path)
     1165    0.001    0.000    0.002    0.000 os.py:670(__getitem__)
        3    0.000    0.000    0.000    0.000 os.py:678(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:684(__delitem__)
      801    0.000    0.000    0.000    0.000 os.py:693(__iter__)
        2    0.000    0.000    0.000    0.000 os.py:707(copy)
     1173    0.001    0.000    0.001    0.000 os.py:748(encode)
     1603    0.000    0.000    0.000    0.000 os.py:752(decode)
      229    0.000    0.000    0.002    0.000 os.py:766(getenv)
      414    0.000    0.000    0.000    0.000 os.py:800(fsencode)
        9    0.000    0.000    0.000    0.000 os.py:812(fsdecode)
        1    0.000    0.000    0.008    0.008 output_graph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 output_graph.py:100(OutputGraphState)
        1    0.000    0.000    0.000    0.000 output_graph.py:1132(SubgraphTracer)
        1    0.000    0.000    0.000    0.000 output_graph.py:141(GraphCompileReason)
        1    0.000    0.000    0.000    0.000 output_graph.py:163(FakeRootModule)
        1    0.000    0.000    0.000    0.000 output_graph.py:175(WrapperBackend)
        1    0.000    0.000    0.000    0.000 output_graph.py:213(OutputGraph)
        1    0.000    0.000    0.000    0.000 outputs.py:14(<module>)
        1    0.000    0.000    0.000    0.000 outputs.py:40(BaseOutput)
       44    0.000    0.000    0.001    0.000 outputs.py:54(__post_init__)
       88    0.000    0.000    0.000    0.000 outputs.py:62(<genexpr>)
       88    0.000    0.000    0.000    0.000 outputs.py:92(__setattr__)
       88    0.000    0.000    0.000    0.000 outputs.py:98(__setitem__)
        1    0.000    0.000    0.000    0.000 overlapping_fields_can_be_merged.py:1(<module>)
        1    0.000    0.000    0.000    0.000 overlapping_fields_can_be_merged.py:16(OverlappingFieldsCanBeMerged)
        1    0.000    0.000    0.005    0.005 override.py:1(<module>)
        2    0.000    0.000    0.010    0.005 overrides.py:1(<module>)
       82    0.000    0.000    0.000    0.000 overrides.py:110(set_module)
       82    0.000    0.000    0.000    0.000 overrides.py:121(decorator)
      314    0.000    0.000    0.000    0.000 overrides.py:128(array_function_dispatch)
      314    0.001    0.000    0.005    0.000 overrides.py:170(decorator)
    99918    0.014    0.000    0.014    0.000 overrides.py:1776(is_tensor_like)
        1    0.000    0.000    0.000    0.000 overrides.py:1812(TorchFunctionMode)
        1    0.000    0.000    0.000    0.000 overrides.py:1891(BaseTorchFunctionMode)
       23    0.000    0.000    0.000    0.000 overrides.py:217(array_function_from_dispatcher)
       23    0.000    0.000    0.000    0.000 overrides.py:221(decorator)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
      284    0.001    0.000    0.003    0.000 overrides.py:88(verify_matching_signatures)
        1    0.000    0.000    0.000    0.000 oxford_iiit_pet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 oxford_iiit_pet.py:12(OxfordIIITPet)
        1    0.000    0.000    0.000    0.000 pack.py:173(IndexWriter)
        1    0.000    0.000    0.000    0.000 pack.py:244(PackIndexFile)
        1    0.000    0.000    0.000    0.000 pack.py:32(PackedDB)
        2    0.000    0.000    0.001    0.000 pack.py:5(<module>)
        1    0.000    0.000    0.000    0.000 pack.py:504(PackFile)
        1    0.000    0.000    0.000    0.000 pack.py:654(PackEntity)
        1    0.000    0.000    0.000    0.000 package_data.py:1(<module>)
        1    0.000    0.000    0.002    0.002 package_exporter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 package_exporter.py:103(_PatternInfo)
        1    0.000    0.000    0.000    0.000 package_exporter.py:120(EmptyMatchError)
        1    0.000    0.000    0.000    0.000 package_exporter.py:128(PackagingError)
        1    0.000    0.000    0.000    0.000 package_exporter.py:182(PackageExporter)
        1    0.000    0.000    0.000    0.000 package_exporter.py:53(_ModuleProviderAction)
        1    0.000    0.000    0.000    0.000 package_exporter.py:74(PackagingErrorReason)
        1    0.000    0.000    0.000    0.000 package_importer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 package_importer.py:48(PackageImporter)
        1    0.000    0.000    0.000    0.000 package_importer.py:663(_PathNode)
        1    0.000    0.000    0.000    0.000 package_importer.py:667(_PackageNode)
        1    0.000    0.000    0.000    0.000 package_importer.py:673(_ModuleNode)
        1    0.000    0.000    0.000    0.000 package_importer.py:680(_ExternNode)
    10359    0.003    0.000    0.025    0.000 package_importer.py:692(_patched_getfile)
        1    0.000    0.000    0.000    0.000 package_importer.py:702(_PackageResourceReader)
        1    0.000    0.000    0.001    0.001 packages.py:1(<module>)
        1    0.000    0.000    0.000    0.000 packing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 padding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 padding.py:144(CircularPad3d)
        1    0.000    0.000    0.000    0.000 padding.py:17(_CircularPadNd)
        1    0.000    0.000    0.000    0.000 padding.py:195(_ConstantPadNd)
       17    0.000    0.000    0.000    0.000 padding.py:200(__init__)
     4590    0.003    0.000    0.109    0.000 padding.py:204(forward)
